VehicleValue,Freq_Act
3884.3948,0
15847.28935,0
3241.374748,0
11019.4126,0
16774.11247,0
9848.064648,0
81,0
1628.890265,0
12552.65926,0
9848.064648,0
11066.50762,0
7374.995487,0
38768.26553,0
8683.96263,0
6558.996581,0
8787.050013,0
12029.88977,0
410.0415363,0
6044.130421,0
15211.50442,0
17219.01133,0
5133.312304,0
7459.242023,0
4901.346705,0
3024.236229,0
6051.045315,0
4329.732398,0
21093.69377,0
100,0
9590.555022,0
4260.506938,0
7348.464938,0
3398.224082,0
6836.856184,0
7960.566338,0
7574.848826,0
26312.88074,0
3884.790968,0
2965.069123,0
9944.234724,0
5269.279274,0
3458.31572,1
5068.767714,0
5854.695224,0
3818.199044,0
6481.796629,0
3157.151129,0
24201.41896,0
6427.650449,0
7356.74745,0
2705.686459,0
2843.040676,0
100,1
14727.05552,0
72.9,0
5248.754007,0
8190.675076,0
2363.315921,0
224.2830757,0
5157.61747,0
9277.440567,0
5941.351287,0
4034.927016,0
7066.778957,0
12302.68764,0
10581.56045,0
4300.464615,0
16905.05665,0
100,0
10686.06447,0
8893.470293,0
3936.406808,0
100,0
90,0
90,0
7297.916994,0
5279.726532,0
14405.99143,0
81,0
6747.830907,0
5716.984984,0
6867.296408,0
16799.50513,0
8772.622272,0
100,0
8851.888816,0
7080.528546,0
7450.551066,0
28112.43207,0
6768.750347,0
11671.4944,0
4727.333579,0
5859.250293,0
8374.037815,0
3577.493523,0
5125.154389,0
100,0
5431.357528,0
8374.037815,0
12938.25899,0
4670.949523,0
100,0
8278.390073,1
5694.615988,0
11764.95118,0
10890.65719,0
28399.96054,1
4143.927165,0
61672.96432,0
90,0
10484.22157,0
12523.12285,0
4222.884601,0
3230.138417,0
11432.07682,1
72.9,0
2477.807735,0
5607.838967,0
16484.58644,0
1562.42649,0
2466.418145,0
10647.85555,0
7031.280146,0
90,0
4495.838184,0
90,0
1208.498824,0
1016.433987,0
3589.689699,0
81,0
9422.53665,0
5061.153027,0
2966.23717,0
8427.507615,1
11792.64269,0
65.61,0
90,0
5492.983526,1
11400.74636,0
5581.844469,0
100,0
2594.812304,0
3782.921992,0
7398.382831,0
100,0
8888.487948,0
14558.81814,0
9064.456988,0
100,0
5193.658401,0
100,0
2192.64888,0
2869.825242,0
14509.01626,0
90,0
7996.280296,0
3775.622773,0
3224.522313,0
8955.363794,0
10883.69548,0
2632.97294,0
90,0
12668.97174,0
100,0
4950.319512,0
5116.438013,0
4455.287561,0
8457.867248,0
81,0
5384.586973,0
100,0
18722.56636,0
5038.765171,0
90,0
100,0
512.7772808,0
5482.041261,0
9650.032783,0
90,0
10810.04464,0
2216.091346,0
4454.193653,0
8031.917552,0
13194.35847,0
7339.917129,0
6605.925416,0
100,0
5541.651505,0
4419.457493,0
2840.101004,0
5377.446431,0
33392.26073,0
6029.82347,0
9653.516522,0
11173.45539,0
6942.340942,1
5860.588284,1
2934.175313,0
5352.009786,0
12106.74324,0
6118.758517,0
5078.765953,0
6774.430652,0
100,0
6061.690833,0
13695.86952,0
15681.17728,0
81,0
2235.586874,0
15906.97236,0
14394.16989,0
7874.772122,0
7018.127432,0
9378.496869,0
11065.90244,1
10090.08478,0
3581.527607,0
10753.22214,0
4782.692799,0
9940.498018,0
100,0
6521.303426,0
81,0
81,0
16607.32955,0
11618.5293,0
6070.770769,0
32016.38213,0
100,0
2347.080535,0
4730.606345,0
7355.766499,0
8756.262846,0
6157.390561,0
100,0
3132.918662,0
4133.265549,0
4466.686213,0
7936.935764,0
7726.531025,0
81,0
14680.63685,0
4932.811722,0
7019.93193,0
7389.295376,0
4379.102685,0
2928.516752,0
9046.978299,0
5039.101073,0
4757.204077,0
7903.206111,0
4106.534994,0
9501.749889,0
90,0
3746.01806,0
90,0
4497.353141,0
7628.388863,0
5271.266008,0
6694.251841,0
9122.586883,0
3651.479647,0
13361.54587,0
100,0
6221.112436,0
5892.866543,0
6829.002662,0
4176.903598,0
2459.126566,0
9798.686129,0
4234.795092,0
9133.17795,1
90,0
4656.650582,0
6694.251841,0
19502.70953,0
8980.584076,0
8417.370655,0
10509.06268,0
90,0
6249.323063,0
2079.484292,0
22988.02948,0
10348.64212,0
2150.545561,0
10855.57112,0
12320.9304,0
5920.696827,0
2078.672586,0
100,0
90,0
7309.502256,0
4739.338399,0
13953.14304,0
72.9,0
7033.733584,0
3187.638412,0
4945.30499,0
5193.225598,0
10624.92408,0
4739.338399,0
13401.93966,0
4072.371591,0
14195.6682,0
29293.30019,0
7898.105309,0
4897.412892,0
5562.050802,0
22014.84349,0
6837.099676,0
5476.877642,0
11666.42447,0
2280.72644,0
8538.279533,1
5623.727349,1
9103.494729,0
5005.845722,0
90,0
6644.999078,0
9023.977146,0
8193.145256,0
3038.751032,0
8121.579431,0
14296.44232,0
5210.085597,0
4957.493586,0
6443.506549,0
21827.27576,0
11286.75815,0
4092.567617,0
6240.245299,0
20955.74904,0
6767.285725,0
65.61,0
7458.746884,0
13292.90775,0
7159.035938,0
16750.21027,0
6020.078356,0
2619.906652,1
2317.680398,0
7569.192479,0
2578.77101,0
11767.5309,0
90,0
4692.380805,0
7458.746884,0
5351.042199,0
12960.92195,0
12094.64939,1
90,0
649.3775406,0
3487.325084,0
2387.92621,0
7999.894589,1
22418.37575,0
2675.98257,0
13539.1033,1
8052.87278,0
5617.642796,0
5945.602443,0
18648.63368,1
100,0
81,0
3514.293953,0
9659.908024,1
32327.76138,0
8824.194249,0
90,1
5866.04345,0
7065.810846,0
13438.49932,0
5068.499043,0
2911.007391,0
3567.552874,0
7382.755881,0
20379.5254,0
90,0
90,0
1277.048324,0
10640.56752,0
9686.693274,0
3904.771059,0
4937.143896,0
1921.140061,0
100,0
3862.531016,0
16696.73416,0
6833.028369,0
35919.73486,0
6425.630669,0
1439.88645,0
7295.434988,0
6962.657022,0
2639.600798,0
5403.230987,0
6780.116869,0
6043.966817,0
90,0
9361.241216,0
4830.347919,0
4553.642564,0
2160.498606,0
12476.81444,0
10319.22358,0
22413.92157,1
5516.884865,0
13349.47843,0
7739.152354,0
5382.397707,0
8663.656559,0
90,0
6354.372196,0
6926.426823,0
14335.1806,0
14619.34634,0
81,0
12689.06716,0
10914.33952,0
13349.47843,0
4771.19508,0
24259.30386,0
5045.449166,0
65.61,0
6281.685182,0
6354.372196,0
9802.84168,0
100,0
81,0
3586.030555,0
7739.152354,0
5813.26123,0
9469.499913,0
8663.656559,0
8546.101363,0
6684.626681,0
3983.788813,0
10066.78299,0
1827.371878,0
5108.357496,0
9550.969852,0
6670.65554,0
5382.397707,0
4466.183835,0
7797.290903,0
6979.650202,0
5621.780943,0
100,0
90,0
8599.058171,0
7243.081858,0
8663.656559,0
5621.780943,0
17419.36271,0
12127.04391,0
9800.722865,0
193.4379508,0
4600.738722,0
2916.1853,0
1911.249226,0
9353.353293,0
4226.462383,0
23544.02629,0
5565.397831,0
5373.195495,0
6099.271752,0
2065.111979,0
4924.747656,0
26400.73944,0
9064.230805,0
8160.034193,0
18584.21961,0
5774.520201,0
8107.515996,0
7405.998058,0
3896.052457,0
7518.374595,0
3297.26294,0
38296.17751,0
7666.963965,0
4831.552493,0
1996.446302,0
5462.682356,0
4671.663687,0
4958.264638,0
4854.567517,0
2401.392515,0
100,0
25357.22361,0
2282.773045,0
9143.207478,0
5222.261372,0
6818.59455,0
1950.856471,0
29593.07835,0
90,0
10168.27542,0
5931.990154,0
11523.58539,0
72.9,0
6876.532739,0
4940.410119,0
11280.09649,0
22085.69494,0
19967.98579,0
72.9,0
100,0
6128.506821,1
1575.680832,0
6452.182005,0
36534.66463,0
9673.786381,1
5964.879621,0
8748.803692,0
72.9,0
6874.620733,0
7627.194903,0
6361.325332,0
3242.246925,1
12908.81628,0
201.7223762,0
3892.36036,0
90,0
7129.037286,0
4393.091479,0
5370.276722,0
7637.821955,0
11298.0838,0
1779.526035,0
9788.90978,0
100,0
7373.091777,0
2094.785482,0
5393.963908,0
11480.46067,0
2401.392515,0
100,0
3240.205889,0
9000.238607,1
41247.16025,0
8421.219034,0
100,0
7843.047852,0
2517.020494,0
100,0
4881.212754,1
5964.879621,0
6659.214701,0
6655.427748,0
5032.398375,0
14055.34234,0
8682.494454,0
12659.05301,0
7094.287274,0
8193.149265,0
23021.94407,0
8390.623937,0
72.9,0
14525.80993,0
775.9588914,0
7957.691628,0
9140.060472,0
6028.146692,0
3842.64976,0
90,0
3577.145623,0
8682.494454,0
8406.110122,0
9322.915485,0
6762.197277,0
100,0
11087.81962,1
7419.776384,0
19925.66519,0
5587.439436,0
11967.89671,0
5492.478824,0
5013.724005,0
14576.23615,0
5902.54838,0
81,0
12487.11197,0
5398.132473,0
14104.48515,0
4869.083732,0
10535.42617,0
4527.760239,0
6287.417002,0
20975.64044,0
1812.614766,0
7745.820728,0
3459.747517,0
8500.954603,0
6468.87986,0
100,0
12117.11698,0
8157.5419,0
9671.785298,1
5768.415652,0
8710.440707,0
5082.054636,0
4282.204662,0
9498.644402,0
8776.973886,0
6613.157646,0
11579.77677,0
3983.205923,0
3358.442755,0
6394.888393,0
6274.11479,0
3266.975543,0
399.8229086,0
8500.734053,0
3924.685881,0
14104.48515,0
4738.898064,0
18786.77372,0
6437.751344,0
100,0
5028.695493,0
6276.289028,0
5013.724005,0
9367.257712,0
8511.154978,0
4025.805045,0
7310.783279,0
4609.376268,0
100,0
7334.590454,0
5294.359257,0
6532.805963,0
4382.175359,0
11042.45893,0
9329.069234,0
90,0
5591.614437,0
4661.871126,0
1552.209183,0
4296.493547,0
4025.805045,0
9092.276032,0
10417.45547,0
5286.672422,0
2897.861634,0
6437.751344,0
90,0
4146.225624,0
8047.942903,0
3265.371738,0
4016.777468,1
4429.458838,0
8710.70683,0
11396.4046,0
8926.074087,0
5997.92497,0
100,0
6379.667398,0
1586.236209,0
4856.766916,0
5256.720296,0
6971.969284,0
41204.19433,0
3748.561396,0
81,0
4438.463509,0
9428.563695,0
7020.838929,0
1784.664454,0
90,0
5592.123522,0
6612.979036,0
5627.813989,0
9571.871559,0
8836.987679,1
3857.860226,0
2163.388618,0
8418.703752,0
90,0
25288.12054,0
8861.938684,0
90,0
4277.081624,0
6947.918505,0
8614.684403,0
90,0
1752.34478,0
7242.618593,0
100,0
11150.97274,0
20483.37764,0
6379.667398,0
5906.656594,0
5947.826618,0
3149.981985,0
10206.2557,0
10537.83286,0
3616.998541,0
7109.778616,0
2368.440396,0
12518.50106,0
13474.16985,0
7152.791725,0
2170.215886,0
3543.733363,0
5435.697586,0
7150.556518,0
90,0
7102.980495,0
9555.180315,0
24343.95323,0
12484.6151,0
5819.027267,0
3543.733363,0
7719.743435,0
53221.67617,0
6780.556683,0
8462.427563,0
9061.051587,0
2163.388618,0
22932.73021,0
81,0
12643.88531,0
6266.02549,0
663.0817792,0
1069.427256,0
4376.167475,0
2033.522411,0
8171.539608,0
10456.45111,0
10774.39333,0
100,0
4976.590428,0
12808.33306,0
1940.828735,0
10778.39697,0
4738.689459,0
3532.916276,0
13677.92475,0
81,0
5470.490759,0
8746.102939,0
2384.27458,0
8216.707965,0
6653.919633,0
5010.122707,0
7242.639978,0
17769.22939,0
10207.99611,0
4213.660353,0
81,0
90,0
4406.968288,0
11878.64421,0
7164.90804,0
8877.302835,0
7212.925925,0
15934.69106,0
100,0
3522.636887,0
6396.051839,0
4875.198249,0
9129.675517,0
6658.078,0
5749.842873,0
3190.375606,0
7354.385647,0
25014.83662,0
7718.957592,0
65.61,0
6009.006843,0
7914.50638,0
7476.835065,0
4220.266824,0
8691.796577,0
6863.206602,0
7250.318532,0
3826.663065,0
17011.32748,1
3021.249359,0
12176.71861,0
100,0
3373.090333,0
8595.371042,0
10255.4994,0
2801.249901,0
4166.470694,0
4122.624642,0
36453.48483,1
5767.091075,0
100,0
3980.814808,0
90,0
5292.36451,0
14192.11549,0
4081.974573,0
6863.206602,0
1363.176267,0
14090.77423,1
11537.99854,0
100,0
3522.636887,0
5039.468665,0
6962.250544,0
10255.4994,0
408.7797891,0
7622.080341,0
34313.90484,0
17139.30179,0
5985.47228,0
74898.42189,0
9354.431126,0
5533.183982,0
35632.42701,0
5579.225433,0
7212.925925,0
15934.69106,0
14803.95732,0
3522.636887,0
5685.866231,0
3156.332741,0
6705.593892,0
4998.61891,0
8359.86135,0
8622.799778,0
3532.916276,0
6407.319941,0
14382.16147,0
7340.81064,0
13858.76632,0
5494.113997,0
6690.856657,0
7581.313075,0
1543.780419,0
6430.332935,0
10484.45808,0
3973.254623,0
6635.065523,0
11290.20231,0
6821.021229,0
12807.36684,1
100,0
17997.34977,0
7933.456655,0
3009.780076,0
5602.874617,0
15365.23204,0
2421.644424,0
6430.332935,0
7664.255546,0
4277.701573,0
4956.267489,0
3184.672555,0
3826.845609,0
6137.573601,0
8234.261757,0
100,0
16743.88272,0
2606.711604,0
8598.41608,0
5688.84055,0
10430.49777,0
5462.803756,0
4164.358802,0
4277.701573,0
6798.720835,0
7361.623426,0
1716.006109,0
5538.974901,0
4051.40158,0
6983.789521,1
15811.56399,0
5046.243745,0
2040.733256,0
12982.71122,0
6782.856787,0
2567.77527,0
3261.716936,0
10430.49777,0
9075.437637,0
1421.649938,0
30069.45012,0
7222.757444,0
2369.698291,0
9529.027934,0
4459.417801,0
3490.828479,0
20044.777,0
8761.257228,0
16418.65397,0
7581.313075,1
6320.933945,0
8018.930561,1
3696.042273,0
2326.308565,0
11258.79698,0
11764.23202,0
3906.45615,0
4972.509684,0
14747.11574,0
3900.270366,0
2690.716026,0
12509.77443,0
5762.414419,0
5523.752558,0
5904.449154,0
8598.41608,0
11063.7658,0
17433.33713,0
6684.618786,0
10801.0072,0
13419.63539,0
7047.689682,0
9487.474159,0
81,0
6684.618786,0
65.61,0
5762.438782,0
8737.48537,0
1171.865339,0
21857.67883,0
6906.350318,0
11112.60398,0
6043.224501,0
1319.62959,0
10787.01898,0
7047.689682,0
18666.16698,0
1974.271122,0
5983.15505,0
9894.295899,0
1978.343384,0
6321.59241,0
12225.29878,0
100,0
11342.9054,0
1780.078847,0
100,0
22521.66896,0
5704.92175,0
3618.810345,0
6132.314466,0
6231.496311,0
15221.59032,0
7571.615941,1
4303.025926,0
4346.823675,0
22279.97451,0
3633.121335,0
100,0
8844.471116,0
5905.449362,0
72.9,0
7392.314463,0
9972.346925,0
8707.551172,0
90,0
13341.73032,0
4525.143784,1
7178.909237,0
90,0
90,0
4234.967656,0
7147.031587,0
6553.395058,0
4485.550682,0
2984.103387,0
5783.008097,0
7168.747917,0
4839.040598,0
18735.85059,0
8406.147746,0
4473.286984,0
3687.121156,0
7237.43178,0
81,0
3603.460933,0
5189.797363,0
4962.590274,0
11179.11213,0
4961.027039,0
5658.900479,1
3454.130524,0
72.9,0
81,0
21256.0534,0
9894.930811,0
72.9,0
5083.676782,0
6352.24605,0
6343.909286,0
4006.925595,0
8012.213988,0
4023.657235,0
10718.9484,0
8159.910091,0
3687.121156,0
6912.695531,0
3772.274214,0
4783.313576,0
72.9,0
4652.257653,0
5588.678602,0
100,0
72.9,0
24381.99447,0
81,0
2385.911364,0
6417.390433,0
6106.298481,0
7258.707045,0
9520.456061,0
5500.752875,0
5423.675148,0
5228.54399,0
5777.790107,0
17898.06134,0
11909.94267,0
8678.41622,0
5693.539829,0
3435.952006,0
4456.27438,0
15339.86694,0
6666.589611,0
10061.20092,0
8370.146235,1
5743.527966,0
4194.251123,0
11713.37567,0
3411.376605,0
4399.562927,0
6352.24605,0
7942.441028,0
5783.008097,0
7443.856176,0
10051.13755,0
2147.14792,0
10718.9484,0
90,0
33969.41997,0
4211.378731,0
8660.977608,0
11179.11213,0
3922.135938,1
2666.641919,0
90,0
3216.930952,0
7471.831102,0
1998.206696,0
3621.291511,0
11909.94267,0
100,0
6378.478139,0
8453.105142,0
7187.467897,0
5178.087806,1
5031.548233,0
11909.94267,0
6116.967098,0
81,0
81,0
7284.97571,0
3620.833821,0
5508.059813,0
5425.353489,0
7320.423449,0
72.9,0
3881.210705,0
6251.472404,0
7696.313037,0
6025.158739,0
9071.1299,0
14364.85822,0
2751.889032,0
3848.301508,0
7253.593864,1
10122.96548,0
3765.813037,0
4177.985279,0
3530.595289,0
5386.095322,0
3858.32734,0
6139.966154,0
10291.03727,0
14563.95594,0
90,0
1629.670568,0
13851.48319,0
4020.956635,0
9037.559814,0
100,0
3716.568813,0
4177.985279,1
4172.535422,0
3125.245145,0
6025.158739,0
11535.31369,0
33450.67054,0
9741.079968,0
6629.414866,0
4280.423407,0
6395.89295,0
6384.219138,0
6551.398952,0
7334.569623,0
6447.959735,0
8133.342536,0
7434.682931,0
7462.589043,0
5428.263853,0
7009.70321,0
7442.185856,0
22456.06869,0
4152.244338,0
5242.74303,0
8061.017581,0
598.5853728,0
12424.26194,0
4750.989516,0
8955.054153,0
11247.73942,0
4613.60482,0
100,0
9143.488036,0
10853.36513,0
7013.6715,0
5075.456371,0
81,0
749.27703,0
100,0
4558.094263,0
7978.809781,1
11393.18766,0
5455.629503,0
2154.680637,1
4465.557606,0
72.9,0
1253.755384,0
11446.88501,0
7087.711902,0
3986.88835,0
90,0
13028.25796,0
10437.01615,0
2840.391267,0
5952.102045,0
4729.530054,0
2837.535265,0
13021.08813,0
90,0
1719.82906,0
3347.072971,0
7658.561972,0
7032.50915,0
12073.3915,0
4722.085253,0
4110.595784,0
3604.071756,0
90,0
8344.779171,0
11185.3795,0
11509.62351,0
100,0
6329.258235,0
7326.73323,0
8865.344201,0
16488.0265,0
3391.829784,0
100,0
90,0
5709.442966,0
6920.826743,0
90,1
20261.76828,0
3527.495452,0
866.2186382,0
2747.73187,0
8156.924216,0
100,0
9722.512896,0
11185.3795,0
15881.48162,0
3262.439679,0
2435.89742,0
100,0
8817.056176,0
6325.803377,0
3979.557016,0
8377.872859,0
5281.361406,0
4633.93322,0
4680.321598,0
5684.598136,0
2927.038921,0
3564.679392,0
21673.97659,0
16300.04411,0
5310.421267,0
2406.172758,0
100,0
8795.417953,0
6763.93468,1
4500.842531,0
8939.201603,0
81,0
3631.387073,0
2644.954559,0
90,0
5156.422186,0
4639.328691,0
10327.20615,0
10706.05784,0
4017.106943,0
5048.765713,0
3798.95437,0
5493.234964,0
100,0
6840.855171,0
7850.949991,0
90,1
2726.721173,0
13721.1031,0
100,0
2405.65671,0
7094.518005,0
4957.32852,0
4321.686631,0
81,0
2611.39473,0
7583.438753,0
7558.990367,0
4767.060917,0
12168.36252,0
5206.718355,0
6458.103492,0
5885.260391,0
8268.675105,0
17301.31281,0
11492.46782,0
81,0
4788.164859,0
11660.28413,0
4698.777584,0
1253.180201,1
81,0
17292.23599,0
7371.83624,0
81,0
14930.12635,0
7129.652991,0
5906.96096,0
25053.44767,0
2066.932352,0
90,0
7906.578945,0
72.9,0
5014.136484,0
7634.396262,0
8682.400874,0
6325.272931,0
320.6487415,0
16353.52879,0
5540.331621,0
14930.12635,0
4665.187295,0
4516.568619,0
8748.027122,0
25186.28324,0
5951.922827,0
65.61,0
100,0
9783.608873,0
14258.08756,0
7434.031026,0
8112.212575,0
12432.39982,0
1386.750547,0
9503.261248,0
9967.049343,0
5246.797063,0
3390.11604,0
16589.02927,0
3198.323767,0
2119.295963,0
2991.449698,0
4531.761722,0
16366.62178,0
5951.922827,0
12208.44287,0
4359.154172,0
5305.62724,0
1386.750547,0
100,0
145.839082,0
81,0
5702.639142,0
3791.707073,0
1670.499924,0
2333.363423,0
9819.242229,0
25053.44767,0
2636.524278,0
81,0
13205.67905,0
6878.102172,0
6046.816831,0
8069.481956,0
100,0
2804.130291,0
7465.708943,0
13066.9998,0
5176.817966,0
2405.35445,0
2196.883178,0
14729.95961,0
3905.102449,0
11575.41787,0
10428.59237,0
7628.697328,1
1540.833942,0
10130.48758,0
2804.130291,0
7113.141369,1
2333.363423,0
6611.90783,0
12512.46634,0
6363.673007,0
10590.39854,0
20746.34038,0
18918.87742,0
44588.16426,0
5861.787535,0
81,0
4306.010423,0
7802.992651,0
8250.214353,0
100,0
12141.65248,0
81,0
5943.347201,0
65.61,0
6772.897579,0
9079.773277,0
7799.153283,0
4168.64448,0
1388.708919,0
10058.56979,0
3831.466778,0
5919.177584,0
12869.72967,0
9064.357522,0
5348.04735,0
3409.099996,0
6711.187181,0
4563.293953,0
10028.93404,0
7571.170664,0
7336.853767,0
90,0
5367.022031,0
5919.177584,0
9032.028008,0
8142.149202,0
7021.796024,0
4978.020108,0
6877.281022,0
8769.176104,0
6500.11854,0
16287.20619,0
5470.748625,0
3563.905818,0
3079.556986,0
10524.75574,0
4952.364027,0
100,0
24702.69112,0
2656.375806,0
100,0
5524.129717,0
5706.424282,0
5771.189486,0
3643.862559,0
4061.427667,0
3054.947684,0
5762.822546,0
10084.75261,0
1971.949427,0
6406.257493,0
8540.295089,0
1943.56291,0
3243.343331,0
6879.360951,0
81,0
11457.84946,0
8006.837325,0
100,0
24702.69112,0
6081.240373,0
9278.28359,0
100,1
8255.358474,0
817.1458877,0
2978.990197,0
2417.264594,0
90,0
11015.48904,0
8350.455231,0
4936.449392,0
4030.431798,0
5626.837773,0
100,0
6379.412955,0
4809.557522,0
7343.987881,0
6930.010195,0
100,0
5388.965236,0
8734.298617,0
2901.349964,0
100,0
72.9,0
13299.37041,0
4886.140922,0
3766.66772,0
11163.49831,0
